objectname,RA,DEC,prob,period,comper,Type,SNR1,SNR2,sector
TIC 244161194,4.88101548510217,-5.95181128087349,0.9945199,3.685295606641544,3.685295606641544,ROT,2.270371379368056,1.367603668159641,"[3, 30]"
TIC 157042409,100.612749,-42.571594,0.9945182,3.5727710708844143,3.5727710708844143,ROT,2.613031651545981,2.4334849263492324,"[7, 33, 34]"
TIC 289731700,36.5014492095162,-15.3412488067848,0.99451715,3.0285007517875364,3.0285007517875364,ROT,8.704127516250265,2.729380875074543,[4]
TIC 294872353,71.7685455195269,-67.1147553293165,0.9945157,3.860340304660717,3.860340304660717,ROT,2.241686647770813,1.357496961164286,"[3, 4, 28, 35, 37]"
TIC 141071815,119.645293056011,43.5039296578622,0.9945109,2.998094354525968,2.998094354525968,ROT,3.887499892824868,3.180626296642344,[47]
TIC 189221947,309.565613462045,44.3327063392292,0.99451077,2.932893279033378,2.932893279033378,ROT,2.043717331776413,3.009556758856674,[41]
TIC 743628995,110.46110763375,75.0895249475332,0.99451065,1.7955851806672438,1.7955851806672438,ROT,4.456785933561065,4.52084363731062,"[20, 26]"
TIC 27488257,216.895585379394,36.0456932490006,0.99450976,0.5138324036026377,0.5138324036026377,RRAB,48.21594321546097,46.46055422024208,[50]
TIC 388501120,125.253396,-51.543523,0.99450976,3.70753865072736,3.70753865072736,ROT,2.385261012312037,3.37368601428992,[8]
TIC 155030422,345.48028299624,42.3260256872229,0.9945087,1.575487243443581,1.575487243443581,ROT,2.119589616761397,1.2686573652110025,[16]
TIC 377165642,285.791964612061,58.1533955580539,0.9945082,3.5485858218961166,3.5485858218961166,ROT,3.502305771201,3.192735128750978,"[14, 15, 16, 17, 19, 20, 21]"
TIC 142163992,36.7463469824462,-47.7038413031714,0.99450797,3.619221390680917,3.619221390680917,ROT,4.507735192280816,1.5515921877213112,[3]
TIC 124318879,92.954539,-20.49983,0.99450785,2.0505513423686006,2.0505513423686006,ROT,2.985716934134896,3.859104469578071,[6]
TIC 125262673,105.475053,-9.43515,0.9945076,2.434531992870012,2.434531992870012,ROT,13.739395915527837,7.948071811368341,[7]
TIC 96059446,243.87077,-34.03806,0.9945063,3.135308209322221,3.135308209322221,ROT,3.284539127057457,2.6444734958099763,[12]
TIC 32501143,84.3874928278184,-27.5847412873063,0.99450535,3.054765715880745,3.054765715880745,ROT,2.4968602080118503,2.9360673643575903,"[5, 6, 32, 33]"
TIC 153046829,49.187462,-42.525856,0.99450195,3.7448314942171512,3.7448314942171512,ROT,7.01873434163792,1.89019188068608,"[3, 4, 30]"
TIC 364425576,69.567028909681,-72.3700482354984,0.9945017,1.9268673762946185,1.9268673762946185,ROT,1.847254296593997,2.6947172449753345,"[1, 5, 7, 9, 11, 12, 27, 29, 33, 34]"
TIC 32089522,58.2887997608137,-71.6784641242628,0.99449956,2.424242474693122,2.424242474693122,ROT,1.9640182584083603,2.0316702466032144,"[3, 33, 36, 39]"
TIC 238123653,105.49645,-52.224693,0.994499,3.471373345264186,3.471373345264186,ROT,2.0514851183779568,1.5391408309765222,"[6, 7]"
TIC 130181866,117.47941846949,27.3631829441248,0.99449414,3.190892510054378,3.190892510054378,ROT,2.210279802429465,2.345039748761994,"[44, 45, 46, 47]"
TIC 22814580,38.6962141005978,28.8771387891481,0.9944939,3.450305884977856,3.450305884977856,ROT,1.7963702518441511,2.5625964138573782,[18]
TIC 313934275,0.777157115430563,-29.3622340550692,0.99449146,3.3122442417410016,3.3122442417410016,ROT,4.218145019320964,3.2487547366406284,"[2, 29]"
TIC 14948284,190.282342406513,30.437121893998,0.994491,0.0929931677864112,0.0929931677864112,DSCT,2.4335320031759244,2.5592575043352377,[22]
TIC 238036584,103.556336,-53.021942,0.9944883,3.2900254033895058,3.2900254033895058,ROT,6.153538573698168,3.74533315993186,"[6, 7, 8]"
TIC 114851071,2.67935750093382,-20.6519137420007,0.9944871,2.567529126035115,2.567529126035115,ROT,2.7634921148643152,2.216926594212427,"[2, 29]"
TIC 388925694,187.843315839239,5.05289419895678,0.99448144,3.400688074880895,3.400688074880895,ROT,3.892988247211835,3.171699982749676,[46]
TIC 136317809,305.542445145908,31.253193713336,0.99447894,1.3956770192699897,1.3956770192699897,EA,8.40063401363623,7.785057679502422,[15]
TIC 60988807,112.48427875787,20.1997601642818,0.99447834,3.166699911263301,3.166699911263301,ROT,4.984523063060132,3.9204067468042,"[44, 46]"
TIC 153858956,127.356965155648,77.0594897465114,0.9944765,1.612150558552672,0.806075279276336,ROT,1.7895442949206222,3.8734670916278953,"[20, 26]"
TIC 220536421,42.9707236889072,-61.6179456510744,0.99447566,2.520279455912132,2.520279455912132,ROT,6.530924147159118,2.7696889355585004,"[1, 2, 3, 28, 29, 30]"
TIC 248621024,66.424453,-2.23246,0.9944728,4.249594858575669,4.249594858575669,ROT,1.800677033234329,2.613443788080968,[5]
TIC 411817263,189.575286216156,-57.1755287784188,0.99447256,3.4695104409665496,3.4695104409665496,ROT,6.8440768590774725,6.175645671465921,"[37, 38]"
TIC 396615018,39.8961742136437,42.9721288311302,0.9944705,1.6364558193513457,0.8182279096756728,EA,0.9157945639571567,3.27974712972627,[18]
TIC 449364361,80.2787577067307,0.467907461880525,0.9944705,3.3576690856689337,3.3576690856689337,ROT,1.7455904125530706,2.14313441884842,[32]
TIC 426822553,90.1167047539924,20.3719803179987,0.9944694,0.9177015201995976,0.4588507600997987,EA,1.759024613384896,11.171480239733215,"[43, 45]"
TIC 322202020,325.292799933201,69.1739803600925,0.9944681,3.322935313360896,3.322935313360896,ROT,2.7581791951266936,2.3036495548629,"[16, 17]"
TIC 84441541,101.189416911037,28.9709357276896,0.99446785,2.8652927903044203,2.8652927903044203,ROT,3.650882535953904,2.70880954696746,[43]
TIC 233126238,274.023820426721,61.5580569982646,0.9944669,2.223624606295217,2.223624606295217,ROT,1.669858590819345,2.265875359856473,"[22, 40, 48, 49]"
TIC 231350370,97.483305691345,-30.929758610369,0.9944659,0.0892047725008933,0.0892047725008933,DSCT,2.701429481222981,2.095979925352909,[33]
TIC 238458859,89.6803176321286,20.7459648144203,0.99446565,2.111265410522164,2.111265410522164,ROT,1.999634626638643,2.554492622570673,"[43, 44]"
TIC 220456095,74.42562,-55.71389,0.99446505,3.4569124576733907,3.4569124576733907,ROT,3.378898960702083,3.451345183254054,"[2, 3, 4, 5, 6, 12, 30, 31, 33]"
TIC 436867669,42.2179286836565,26.3918781042579,0.9944648,2.5602129461578955,2.5602129461578955,ROT,2.220316816008728,2.365440362629632,[44]
TIC 377192762,285.96968170802,57.3032722213494,0.994464,3.502149682081822,3.502149682081822,ROT,2.094405456669256,1.7043288688863296,[49]
TIC 79563655,51.2278066141104,-43.2154526036951,0.9944635,3.378112003173188,3.378112003173188,ROT,3.6697394009338944,1.7744988359855256,"[3, 4]"
TIC 169770571,120.17046,-7.210251,0.9944629,1.8494807351203435,0.9247403675601716,EA,3.004026889256114,4.558297315873137,[7]
TIC 262299002,77.9708270761079,2.28250052232057,0.9944622,1.970914203762624,1.970914203762624,ROT,5.227383144511739,3.899189116084512,[32]
TIC 303435544,50.7231815022807,16.3597442192142,0.9944587,3.487918289862752,3.487918289862752,ROT,2.587408887032607,1.1984594336005836,[42]
TIC 289603748,136.92586615889,70.5376669694355,0.9944563,2.515318696761547,2.515318696761547,ROT,2.395377407762504,2.3367585411411977,[20]
TIC 293968698,106.740529692244,-53.896208719814,0.99445575,2.897344529611167,2.897344529611167,ROT,3.266994627936977,3.94046440837103,"[7, 8, 9, 33, 34, 35, 36, 39]"
TIC 165599288,227.283775702902,59.07381601246,0.9944534,3.958733789429848,3.958733789429848,ROT,2.900308539454332,2.7449698124721493,"[15, 23, 49, 50]"
TIC 279249190,103.913082,-56.687274,0.994453,2.8288661833235507,2.8288661833235507,ROT,2.0983322013198302,1.902621115718956,"[3, 7]"
TIC 240112453,100.874267437313,35.0783352009317,0.9944528,3.3469592785516484,3.3469592785516484,ROT,7.705748365082757,7.224957042350756,[20]
TIC 147634959,105.244417,-16.444413,0.99445266,1.903829453581612,1.903829453581612,ROT,2.4804762963125,2.5774581730131967,[7]
TIC 277962395,177.682034,-41.622715,0.994451,3.3501158012359293,3.3501158012359293,ROT,2.354473993069511,2.6151480063207906,[10]
TIC 410405725,80.1452497861198,-85.9101876967314,0.9944508,2.7725715335363725,2.7725715335363725,ROT,1.9743205864351927,2.00175977744146,[39]
TIC 307371759,98.736346959968,16.76383110412,0.9944496,2.839803406916461,2.839803406916461,ROT,5.522037733067,4.736861280679382,"[43, 44, 45]"
TIC 229549056,183.182639217404,61.5559700169819,0.99444854,3.1361213942715502,3.1361213942715502,ROT,2.2629602741824204,2.016954795869468,"[14, 21, 22]"
TIC 66563761,86.86207,-10.532926,0.9944482,3.397162773438154,1.698581386719077,EA,1.7887633579187203,7.756965065070045,"[6, 33]"
TIC 250109028,355.555199327364,-3.60383439610672,0.9944457,3.6318093176604873,3.6318093176604873,ROT,2.7443441069587724,2.405375364353131,[42]
TIC 58545683,65.999012262383,24.3009798408129,0.99444526,2.5748404024676472,2.5748404024676472,ROT,2.0379375081828544,1.3460992680376518,[43]
TIC 373026963,66.8698724588312,11.2122963044892,0.99444526,3.147343832310263,3.147343832310263,ROT,3.7324090328253967,5.230231850014359,"[5, 32, 43]"
TIC 361794454,244.020501,-70.542655,0.9944443,3.294616355019595,3.294616355019595,ROT,7.898814431016369,8.28178543647244,[12]
TIC 421632273,324.740076144849,57.489043697489,0.9944437,1.856318989871058,1.856318989871058,ROT,1.5641381983534983,2.259930601123741,"[16, 17]"
TIC 410214986,354.914504004534,-69.195752595235,0.9944382,2.88056451728076,2.88056451728076,ROT,2.9331406349540607,2.160277642391004,"[1, 28]"
TIC 316528027,263.495155765641,29.0964500705502,0.9944371,2.9432348021218413,2.9432348021218413,ROT,3.0733449345640627,2.054615259414826,"[25, 26]"
TIC 99210610,236.687773,-34.996503,0.9944365,2.2842629221535,2.2842629221535,ROT,3.508651675178297,3.8158025183480233,"[12, 38]"
TIC 202441513,227.664491306607,63.2379045184008,0.9944351,3.0683938880273134,3.0683938880273134,ROT,2.0636916187652865,1.6486207860304276,[16]
TIC 364539740,71.291996771428,-72.3283456848086,0.99442965,3.9344581792335487,3.9344581792335487,ROT,5.908727560281288,2.5621035508198595,"[3, 5, 6, 7, 11, 29, 30, 33, 34, 35, 37, 38]"
TIC 31961002,55.0757445442301,-68.418323375348,0.9944273,3.492849227027217,3.492849227027217,ROT,2.1255900955468485,0.9089051231385888,"[27, 29]"
TIC 348637019,56.1010284561609,28.2064508834248,0.9944271,2.4769890058262947,2.4769890058262947,ROT,7.870184111874234,2.8802496654854406,"[18, 42, 43]"
TIC 243274510,288.288764526581,55.1168008341697,0.99442637,2.133000468185461,2.133000468185461,ROT,3.4393502366637487,2.690859283392735,"[15, 26]"
TIC 157420915,264.523659391434,36.92278593276,0.99442166,2.6317432960513014,2.6317432960513014,ROT,2.754870931552588,2.0867600507768187,[26]
TIC 233631824,284.875307967107,63.7929318237931,0.99442166,3.979555832852873,3.979555832852873,ROT,1.7276354532264555,2.0476975038336764,"[16, 20, 26, 49]"
TIC 432188062,153.872973039301,-23.589814854755,0.99442154,3.531557116274891,3.531557116274891,ROT,2.4498057257458195,1.07987986485054,[35]
TIC 40183989,76.869933,-71.13115,0.99442106,3.875606142187365,3.875606142187365,ROT,2.0244261802510826,1.9800610842528767,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39]"
TIC 219418910,79.732722686283,-51.7052998097351,0.9944208,2.884636349287789,2.884636349287789,ROT,2.0162883622280243,1.9381285445516907,"[4, 6]"
TIC 406947380,287.652576,54.476351,0.99441963,3.838934187563054,3.838934187563054,ROT,3.537052365746139,2.749845805900139,"[40, 49]"
TIC 1005005438,214.978668481965,-72.17763746806,0.994418,1.4057446438175358,1.4057446438175358,ROT,3.969842236653209,2.608005457818169,"[38, 39]"
TIC 406683440,143.613748,6.620077,0.99441576,2.988158577607812,2.988158577607812,ROT,1.7438494230995136,2.1070763371649623,[8]
TIC 13863723,12.4395245291073,26.8067491591148,0.9944155,3.2198337378810806,3.2198337378810806,ROT,4.189290709539489,4.472692648720749,[17]
TIC 313834688,202.412739,-61.129066,0.9944153,4.003319553058309,4.003319553058309,ROT,2.2186102196970072,2.275803592257988,[11]
TIC 157788555,173.2522,-15.5318,0.99441457,0.9095484153344005,0.9095484153344005,ROT,4.301644514422698,4.223794876916629,"[9, 36]"
TIC 268119987,115.839565,-52.164129,0.9944137,3.1605029737617336,3.1605029737617336,ROT,5.257632014557364,4.412321795473007,"[8, 9, 35, 36]"
TIC 285277970,35.6701444216914,30.9211146406148,0.99441236,3.2519492465002227,3.2519492465002227,ROT,2.224268264698998,2.5439522406037027,[18]
TIC 308007965,167.199419,-54.917507,0.9944121,3.467515699829851,3.467515699829851,ROT,1.8702456828821523,2.1687183030865,[10]
TIC 446127290,145.939460374617,55.9525185328444,0.9944119,0.166869906823883,0.166869906823883,DSCT,2.182343261190664,2.723380877929614,"[21, 47]"
TIC 298363685,143.185809910895,82.1392385808843,0.9944112,0.9848602759347628,0.9848602759347628,ROT,2.171875928623765,2.243188784684896,[26]
TIC 361273500,242.500037195162,-66.1583536318389,0.99440926,2.7027486223416366,1.3513743111708183,EA,1.2678507570011537,5.189206368202241,[39]
TIC 178752873,194.224884,-38.780082,0.99440825,3.268552666142727,3.268552666142727,ROT,2.045717543366918,1.569464331536215,[10]
TIC 232173498,91.259279,2.110301,0.9944067,3.50161833939504,3.50161833939504,ROT,11.4615856560475,9.63990391018239,[6]
TIC 237116476,269.961842203631,57.6944317953864,0.9944048,3.499348444925781,3.499348444925781,ROT,3.219413754067257,2.886949267252196,"[14, 21, 23, 24, 25, 48, 50]"
TIC 467183071,291.741033908567,56.8856444985841,0.9944047,3.194938463663055,3.194938463663055,ROT,3.801693120812137,1.7633513130765517,"[14, 15, 20, 23, 26, 40]"
TIC 88062825,147.964456758096,23.1880763674895,0.99440455,1.891195202515132,1.891195202515132,ROT,1.7556811951343672,2.3393215866149526,"[45, 46, 48]"
TIC 16048383,63.634643214024,23.5749438937235,0.9944043,4.161208654799604,4.161208654799604,ROT,2.091406214249644,1.839928017508734,"[43, 44]"
TIC 149573659,86.6123151777368,-61.6994750101703,0.9944028,2.4751633626301817,2.4751633626301817,EA,3.0795388891035245,1.180399646155855,"[28, 37]"
TIC 443994145,131.189875757306,6.28613226455997,0.9944022,3.547649447551797,3.547649447551797,ROT,4.138334330443046,2.618594727482847,[34]
TIC 286130373,143.638704,3.558124,0.9944022,3.5992030425979293,3.5992030425979293,ROT,1.547912523098658,2.193802749864209,[8]
TIC 149630160,87.4019118587718,-60.6762934513231,0.99439913,3.753246649485445,3.753246649485445,ROT,4.849447666879021,1.8243692398449889,"[3, 4, 6, 8, 11, 27, 28, 35]"
TIC 291466214,111.206599277634,-51.4740493968009,0.99439764,1.7714159957978777,1.7714159957978777,EA,2.259810889828365,1.965445300359289,"[34, 35]"
TIC 271997105,337.317579449851,3.05281817399381,0.99439573,3.3446945446980827,3.3446945446980827,ROT,2.5515483025290706,1.3713273476437473,[42]
TIC 67474408,171.937709525448,16.2232786770155,0.99439126,3.5615306673623337,3.5615306673623337,ROT,2.100221360364433,2.163894559856446,[49]
TIC 237086988,307.40817633543,61.2394337602245,0.9943901,2.839214183470276,2.839214183470276,ROT,4.174051325922556,2.9057684003011275,[17]
TIC 424439938,279.59052021889,61.017410531895,0.99438936,3.5263664157197,3.5263664157197,ROT,3.2060010570266453,2.235539189102635,"[19, 20, 47, 48, 49, 50]"
TIC 135170448,214.046996462708,21.2427204278077,0.99438816,1.7602556829306812,1.7602556829306812,ROT,2.298218821013906,2.8589896477476446,[23]
TIC 451606943,285.000027,-84.401606,0.99438745,2.9362719548771947,2.9362719548771947,ROT,3.2987170213201864,2.717506470457236,"[12, 13]"
TIC 240920893,17.8782485749426,49.0461646620033,0.99438703,3.479252731206022,3.479252731206022,ROT,3.1967265424959272,2.3017270863450947,[17]
TIC 52393962,100.295693914506,-34.5107258483556,0.9943869,2.831667066327248,2.831667066327248,ROT,3.214459402468558,1.1503834231142351,[34]
TIC 38827910,68.4854084571068,-61.4879396555469,0.9943856,3.4613066290944694,3.4613066290944694,ROT,4.669576711013061,2.9431320710395488,"[2, 3, 5, 6, 7, 8, 11, 12, 13, 27, 29, 30, 31, 34, 35, 36, 37, 38, 39]"
TIC 394228198,148.619527701735,-80.4213958295049,0.9943849,0.0925107782200936,0.0925107782200936,DSCT,5.378994671855432,3.80276110137621,"[38, 39]"
TIC 304768042,281.404915,-48.26403,0.9943849,0.0939282223490045,0.0939282223490045,DSCT,3.38191240215697,1.0985201519406425,[13]
TIC 355650859,358.651384512986,-58.6312956945482,0.99438417,2.2767560233437525,2.2767560233437525,ROT,4.418762926974685,4.5021919390712455,"[1, 2, 28]"
TIC 320504339,8.09923828676957,53.944477071227,0.99438405,3.481239789030336,3.481239789030336,ROT,4.283233371999526,4.283154430131849,[17]
TIC 323347748,84.443733,2.524005,0.9943836,3.193418289869072,3.193418289869072,ROT,4.506064700175853,3.332528002557091,[6]
TIC 187923010,159.177466,-27.656328,0.99438184,3.079943535415337,3.079943535415337,ROT,2.3457397983295305,1.0065214183295763,[9]
TIC 170590816,66.0092040479886,-34.0168473531248,0.994381,3.629971339916165,3.629971339916165,ROT,2.7369596520688955,1.2761694585917247,"[5, 31]"
TIC 448940770,66.9140511420921,5.3997022290633,0.9943796,3.575141206577426,3.575141206577426,ROT,2.116557474308679,1.621704242743362,[32]
TIC 34690413,45.6259689428507,29.2492668780253,0.9943772,0.1023149832544567,0.1023149832544567,DSCT,4.067555498789889,1.9732097589492823,[43]
TIC 77971730,88.331866088582,27.6122657314538,0.99437666,2.9419752795633123,2.9419752795633123,ROT,5.484783889700172,4.422693751595387,"[44, 45]"
TIC 290755643,307.690427961154,-38.5780760860554,0.99437535,1.8287800266185408,0.9143900133092706,ROT,0.8408939061950752,12.568528767776302,[27]
TIC 89264838,58.9975127417293,-25.0362336100059,0.99437475,2.009545325182664,2.009545325182664,ROT,3.479584142446857,3.63624803795036,[31]
TIC 234704029,96.8680600220205,6.01826277684401,0.9943743,2.3796136772183125,2.3796136772183125,ROT,2.490645548236456,2.653176207016888,[33]
TIC 464315748,279.948863244595,-65.8893255731263,0.9943737,3.219828940815212,3.219828940815212,ROT,4.458603702594343,3.5179826074114136,[39]
TIC 47709651,220.973864,-30.139647,0.9943732,2.4834506093726314,2.4834506093726314,ROT,2.2453784131311387,1.886864492587007,[11]
TIC 56939730,172.722164413363,42.8385975588596,0.9943709,3.772219892351271,3.772219892351271,ROT,3.21663201158692,2.471220727316683,[48]
TIC 95857425,162.427138347971,20.759075038455,0.9943691,3.735661087235401,3.735661087235401,ROT,2.165356244273049,1.950018152785528,"[22, 45]"
TIC 285524464,120.14162,-42.911983,0.9943691,3.062425834415191,3.062425834415191,ROT,2.653565923990121,2.414761515564137,"[7, 8]"
TIC 375063320,100.37514747564,-65.4686862065292,0.99436873,1.4758394918995386,1.4758394918995386,ROT,2.702373233567589,2.91630539219425,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 27, 28, 30, 31, 35, 36, 37, 38]"
TIC 409141567,312.145382339858,-27.9988022064971,0.9943686,1.9054984466346048,1.9054984466346048,ROT,3.030536611084707,3.0198615240917923,[27]
TIC 278893765,346.724347234468,-0.181622060501076,0.99436426,3.1873819648924653,3.1873819648924653,ROT,5.89325039124594,3.316168654343389,[42]
TIC 115511142,7.41644019059192,40.1321392202725,0.9943627,2.8094044589599334,2.8094044589599334,ROT,5.941829666133271,4.96342136370784,[17]
TIC 143090685,116.992368,-45.579336,0.994361,3.3091795368865515,3.3091795368865515,ROT,2.118346232615971,2.0385488945518424,[8]
TIC 386643679,176.928965,-13.355653,0.9943605,4.015956824671744,4.015956824671744,ROT,2.2965514593734264,2.538903564024077,[9]
TIC 26621058,57.7134336215327,32.6800254386435,0.9943591,3.277517527339316,3.277517527339316,ROT,3.876848211358595,3.0923535625596426,"[18, 43]"
TIC 382528781,117.753695,-61.512711,0.9943587,3.471421890268821,3.471421890268821,ROT,2.7448836586975323,1.8796909538895423,"[4, 7, 8]"
TIC 266997586,3.47087745127776,-74.6882920141955,0.9943585,3.3890391682640426,3.3890391682640426,ROT,3.746501083075902,1.8392480407433929,"[1, 13, 27, 28]"
TIC 241105221,328.822467588412,-0.773106091875245,0.99435484,2.075324058058724,2.075324058058724,ROT,2.3692069621198786,2.342142034138787,[42]
TIC 296782260,142.361347605198,-17.5052925024375,0.9943547,3.874813415021407,3.874813415021407,ROT,2.988391413349974,2.729282970878479,"[8, 35]"
TIC 28451245,249.196139624896,-49.1085110878409,0.99435246,0.0953553275834133,0.0953553275834133,DSCT,4.129547535997722,2.1453716048129805,[39]
TIC 155985631,7.1513597563996,-48.3309484870691,0.99435025,3.5711827513788075,3.5711827513788075,ROT,2.8762440327138066,2.254605574650259,[2]
TIC 32000625,55.987954,-71.479043,0.9943494,0.7014054297941089,0.3507027148970544,EA,4.051860147211083,7.262543968938792,"[1, 2, 3, 6, 7, 9, 10, 13]"
TIC 138182969,183.798673524842,43.5970519423543,0.99434704,3.1450897357429226,3.1450897357429226,ROT,3.102353578636913,3.3870322969416127,"[22, 49]"
TIC 263486972,234.730064770467,-71.6328332265653,0.9943456,1.2656859332782964,1.2656859332782964,ROT,2.0141262368615087,1.704995903535513,[39]
TIC 427385758,344.447137758608,68.407230342646,0.99434537,4.999001197076695,2.499500598538348,EA,1.1152611770993812,3.0914680889228685,"[17, 18, 24]"
TIC 8416296,246.080350612868,32.0757673548542,0.99434376,3.858083425469413,3.858083425469413,ROT,2.389051145684849,2.0907422879544613,[24]
TIC 462647630,262.827952251866,19.5219463047487,0.9943409,3.630833002594962,3.630833002594962,ROT,2.133853717949094,1.0225427903855238,[26]
TIC 14603425,126.253542486841,23.354534573204,0.9943399,3.0671849115143903,3.0671849115143903,ROT,2.045255013363973,1.953372471985828,[44]
TIC 5536423,49.4062938131509,23.8943407880747,0.99433917,2.919946816761529,2.919946816761529,ROT,2.047502152663847,1.5876006417962256,[42]
TIC 62734894,145.326635,-0.334954,0.9943389,3.309210882256492,3.309210882256492,ROT,2.762847870663307,1.4081092281135186,[8]
TIC 219734109,230.366104588741,74.7589075170627,0.99433845,2.843239472649973,2.843239472649973,ROT,2.9539213701031173,2.5739694411062404,"[16, 20, 21]"
TIC 329248002,263.817855760543,55.0033949595878,0.99433845,3.1096560577741896,1.5548280288870948,EA,4.528376263209205,17.61921395381176,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50]"
TIC 441570820,109.426592515477,76.7389859596306,0.99433607,3.1756508175701765,3.1756508175701765,ROT,3.3901311918657413,1.9816445870518693,"[26, 47]"
TIC 122057276,226.803473010788,-41.6920203324193,0.99433535,0.3392826352880984,0.1696413176440492,EW,4.771182429031478,25.324861321637464,[38]
TIC 118831973,135.095902509953,-22.8273505396913,0.9943351,3.2434762606456538,3.2434762606456538,ROT,2.316459509121167,1.6348082518456353,[35]
TIC 238929185,94.657438,-48.741336,0.99433374,2.784989425393919,2.784989425393919,ROT,3.711320910989976,3.28211438651142,"[6, 7]"
TIC 220212869,99.550178,10.887552,0.9943334,1.8116897644491448,1.8116897644491448,ROT,7.688536530363395,3.462609248983441,[6]
TIC 160603595,245.131026314065,76.5678291272794,0.9943322,2.7235493087355547,2.7235493087355547,ROT,1.7950943730145013,2.504267321538881,"[18, 19, 20, 22, 25, 26]"
TIC 340703767,6.13340595429879,-25.3813762186036,0.99432963,2.7204503872079147,2.7204503872079147,ROT,1.884036660247556,2.284663226758074,[2]
TIC 420137476,291.746142396474,73.3662285082643,0.9943293,2.2889882060323266,2.2889882060323266,ROT,2.0964529254122337,1.5673257527241262,[50]
TIC 354931043,122.399627093184,-44.1227754500204,0.99432856,4.636990781118926,4.636990781118926,ROT,2.885444354151004,1.2625699168536693,[35]
TIC 189632484,25.3210754396118,39.5945051833754,0.9943282,3.716131383731292,3.716131383731292,ROT,2.3948311448820454,1.8038154517079508,[17]
TIC 465657916,164.048184,-64.800476,0.9943282,3.587889604659868,3.587889604659868,ROT,2.2837932426320293,1.5851194633420176,"[10, 11]"
TIC 198188157,246.156010601187,62.5787001100695,0.9943281,0.0966209485500785,0.0966209485500785,DSCT,2.2638360957174206,1.3062546751526494,"[15, 16, 17, 18, 19, 20, 23, 24]"
TIC 178108654,49.7899030989933,40.1726200173577,0.9943276,3.2557389744044616,3.2557389744044616,ROT,2.4050976101273145,2.4507883810068885,[18]
TIC 43715808,76.3852694701348,-7.72147300471166,0.9943275,2.3685367933908466,2.3685367933908466,ROT,2.4411042991472027,3.040614223447673,[5]
TIC 364164093,251.666684,-67.109702,0.9943263,1.8775232768798755,1.8775232768798755,ROT,2.352876058051009,1.419678743561498,"[12, 39]"
TIC 31672006,47.1466806096551,-71.7886084671954,0.99432486,3.1550574863329324,1.5775287431664662,EA,0.9717979540996816,3.836355294796386,"[27, 29, 33]"
TIC 377061032,148.085797,6.478795,0.9943229,3.2226568896828023,3.2226568896828023,ROT,1.7720217576322288,2.074831086777774,[8]
TIC 76378190,86.7092799974856,29.7555207639535,0.9943228,3.257353264523717,3.257353264523717,ROT,2.413918974553765,2.278903010000068,[43]
TIC 274033523,41.7715988468678,-85.4162537341847,0.99432087,3.610053815871245,3.610053815871245,ROT,2.041498321970423,2.192355859637394,"[27, 39]"
TIC 72690417,33.6664351674487,-27.532283362171,0.9943205,1.952376292674512,1.952376292674512,ROT,3.268421074919928,2.81339921503673,[30]
TIC 270627580,87.244019,-53.435061,0.9943197,3.729225146581357,3.729225146581357,ROT,5.662430847476784,3.9119182789892406,"[4, 5, 6, 8, 11]"
TIC 1400769906,264.659444640659,55.7596109941078,0.9943182,3.0585940994951755,3.0585940994951755,ROT,1.7340729096229983,2.2980200968096143,"[14, 19, 20]"
TIC 350583992,87.1189514786304,-58.0728702799246,0.99431485,3.857112020622332,3.857112020622332,ROT,2.1129093671198547,1.8324732001232145,"[6, 29, 35, 37]"
TIC 468871869,93.9008252486003,66.1484961051525,0.9943125,2.903792273959941,2.903792273959941,ROT,3.2083386998462893,1.728331465769954,[20]
TIC 188463461,132.965306425208,38.905195020526,0.99431217,3.301179954760552,3.301179954760552,ROT,1.7648134967205087,2.274638733735947,"[21, 47]"
TIC 24401964,79.253031005337,-9.1200699149046,0.99430966,3.668341590022522,3.668341590022522,ROT,5.385793747184732,2.2627083514059447,"[5, 32]"
TIC 350716053,88.5070265337736,-56.5547538657198,0.9943084,3.5693227944325145,3.5693227944325145,ROT,3.78781660159986,1.4592752203859745,"[3, 11, 28]"
TIC 114343688,87.9610681939117,23.3827953795623,0.99430615,3.283017034024978,3.283017034024978,ROT,2.288611814011215,0.6664474039010243,[45]
TIC 441713224,217.251920130621,53.6807060026264,0.99430615,3.838294893623318,3.838294893623318,ROT,3.406475739636994,3.26287798628806,"[22, 23]"
TIC 231936398,93.554747062775,-44.09275480753,0.9943031,2.9685951487696385,2.9685951487696385,ROT,2.249488888351143,2.001839107693259,"[5, 6]"
TIC 360709162,142.936483,-65.24794,0.9943031,3.073386671225613,3.073386671225613,ROT,2.512971182609663,1.3524458632347434,"[10, 36, 37, 38]"
TIC 230132227,252.087977581057,67.1643348102742,0.994303,3.039765284325344,3.039765284325344,ROT,2.9573373271114214,2.0887834469447992,[18]
TIC 279054227,102.481605,-59.302956,0.99430275,3.837113312323662,3.837113312323662,ROT,2.335583008880457,2.565180654460556,[12]
